,route,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,state,From,To
1791,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Greenline kerala,A/C Seater Push Back (2+2),22:01,04h 44m,02:45,3.4,599.0,21,Kerala,Ernakulam,Kozhikode
1792,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Seater (2+2),22:10,05h 25m,03:35,3.3,499.0,18,Kerala,Ernakulam,Kozhikode
1793,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Seater (2+2),22:10,05h 25m,03:35,3.9,549.0,26,Kerala,Ernakulam,Kozhikode
1794,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Semi Sleeper (2+2),23:59,04h 51m,04:50,4.1,799.0,18,Kerala,Ernakulam,Kozhikode
1795,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:59,04h 51m,04:50,4.5,899.0,21,Kerala,Ernakulam,Kozhikode
1796,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05h 31m,05:30,3.6,700.0,35,Kerala,Ernakulam,Kozhikode
1797,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Sleeper (2+1),23:59,04h 31m,04:30,3.9,949.0,12,Kerala,Ernakulam,Kozhikode
1798,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,EMERALD TRAVELS,Bharat Benz A/C Seater (2+2),21:45,05h 10m,02:55,2.8,900.0,34,Kerala,Ernakulam,Kozhikode
1799,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Blue Bird Travels,A/C Seater Push Back (2+2),21:50,05h 00m,02:50,2.2,599.0,12,Kerala,Ernakulam,Kozhikode
1800,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,07h 55m,04:25,3.3,568.0,29,Kerala,Bangalore,Kannur
1801,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:16,07h 30m,04:46,4.3,548.0,19,Kerala,Bangalore,Kannur
1802,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:30,08h 15m,05:45,3.8,579.0,14,Kerala,Bangalore,Kannur
1803,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:01,07h 45m,06:46,3.6,568.0,21,Kerala,Bangalore,Kannur
1804,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,07h 25m,05:25,4.4,899.0,17,Kerala,Bangalore,Kannur
1805,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,NS Transports,NON A/C Sleeper (2+1),22:45,06h 35m,05:20,4.2,749.0,12,Kerala,Bangalore,Kannur
1806,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,07h 15m,05:30,4.4,700.0,23,Kerala,Bangalore,Kannur
1807,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,AdP K Travels,NON A/C Semi Sleeper (2+2),21:45,07h 15m,05:00,4.2,720.0,26,Kerala,Bangalore,Kannur
1808,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,07h 35m,05:20,4.3,600.0,27,Kerala,Bangalore,Kannur
1809,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:30,07h 45m,05:15,4.1,899.0,21,Kerala,Bangalore,Kannur
1810,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,A/C Sleeper (2+1),22:10,06h 50m,05:00,4.2,850.0,19,Kerala,Bangalore,Kannur
1811,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,NS Transports,A/C Sleeper (2+1),22:15,07h 20m,05:35,4.5,950.0,10,Kerala,Bangalore,Kannur
1812,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,06h 00m,04:45,4.5,899.0,23,Kerala,Bangalore,Kannur
1813,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Sugama Tourist,A/C Sleeper (2+1),22:00,07h 30m,05:30,4.0,800.0,19,Kerala,Bangalore,Kannur
1814,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Rukma Travels,A/C Seater/Sleeper (2+1),21:30,07h 30m,05:00,4.3,699.0,32,Kerala,Bangalore,Kannur
1815,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,07h 15m,05:45,4.0,825.0,20,Kerala,Bangalore,Kannur
1816,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,SAAM BUS,VE A/C Sleeper (2+1),18:40,10h 05m,04:45,4.1,700.0,15,Kerala,Bangalore,Kannur
1817,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,06h 15m,04:45,3.9,749.0,25,Kerala,Bangalore,Kannur
1818,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,A/C Sleeper (2+1),21:45,07h 45m,05:30,3.9,925.0,9,Kerala,Bangalore,Kannur
1819,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Sri Durgamba Travels,A/C Sleeper (2+1),22:35,06h 55m,05:30,3.8,600.0,22,Kerala,Bangalore,Kannur
1820,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,07h 05m,05:45,3.7,490.0,16,Kerala,Bangalore,Kannur
1821,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,P K Travels,A/C Sleeper (2+1),22:15,07h 15m,05:30,3.9,720.0,22,Kerala,Bangalore,Kannur
1822,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,Non AC Seater (2+2),22:15,06h 45m,05:00,3.9,749.0,28,Kerala,Bangalore,Kannur
1823,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),22:00,07h 30m,05:30,3.2,625.0,30,Kerala,Bangalore,Kannur
1824,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,07h 00m,05:00,3.6,600.0,27,Kerala,Bangalore,Kannur
1825,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Arya Travels,A/C Sleeper (2+1),19:45,09h 25m,05:10,3.7,845.0,17,Kerala,Bangalore,Kannur
1826,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Arya Travels,NON A/C Semi Sleeper (2+2),21:55,07h 05m,05:00,3.5,599.0,19,Kerala,Bangalore,Kannur
1827,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,NON A/C Semi Sleeper (2+2),21:45,07h 45m,05:30,3.6,600.0,30,Kerala,Bangalore,Kannur
1828,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,08h 10m,06:10,3.9,600.0,25,Kerala,Bangalore,Kannur
1829,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Sam Tourist,A/C Sleeper (2+1),22:35,07h 30m,06:05,2.8,664.0,23,Kerala,Bangalore,Kannur
1830,Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Arya Travels,A/C Sleeper (2+1),21:40,07h 50m,05:30,1.7,849.0,16,Kerala,Bangalore,Kannur
1831,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,05h 30m,00:30,2.0,452.0,1,Kerala,Kozhikode,Mysore
1832,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,06h 40m,05:40,3.4,319.0,24,Kerala,Kozhikode,Mysore
1833,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,A/C Seater / Sleeper (2+1),20:00,08h 00m,04:00,3.2,700.0,21,Kerala,Kozhikode,Mysore
1834,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,National travels and logistics,NON A/C Sleeper (2+1),20:45,07h 15m,04:00,3.8,649.0,10,Kerala,Kozhikode,Mysore
1835,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,National travels and logistics,A/C Sleeper (2+1),21:00,06h 15m,03:15,3.8,749.0,19,Kerala,Kozhikode,Mysore
1836,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 15m,04:00,3.2,600.0,29,Kerala,Kozhikode,Mysore
1837,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,MMK Travels,A/C Sleeper (2+1),20:30,06h 30m,03:00,4.3,950.0,12,Kerala,Kozhikode,Mysore
1838,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SAAM BUS,VE A/C Sleeper (2+1),20:30,07h 30m,04:00,4.1,850.0,1,Kerala,Kozhikode,Mysore
1839,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SKS Tours & Travels,A/C Sleeper (2+1),21:00,07h 00m,04:00,4.0,899.0,14,Kerala,Kozhikode,Mysore
1840,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,06h 00m,03:00,3.6,900.0,7,Kerala,Kozhikode,Mysore
1841,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,NS Transports,VE A/C Sleeper (2+1),21:16,06h 14m,03:30,4.2,878.0,17,Kerala,Kozhikode,Mysore
1842,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,07h 15m,04:45,3.6,899.0,29,Kerala,Kozhikode,Mysore
1843,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,DA Transports,A/C Sleeper (2+1),21:50,06h 40m,04:30,3.7,849.0,11,Kerala,Kozhikode,Mysore
1844,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Suraj Holidays,VE A/C Sleeper (2+1),22:00,07h 00m,05:00,3.6,900.0,10,Kerala,Kozhikode,Mysore
1845,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,DA Transports,A/C Sleeper (2+1),22:01,06h 39m,04:40,3.7,949.0,7,Kerala,Kozhikode,Mysore
1846,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:03,07h 18m,02:21,4.4,548.0,16,Kerala,Kannur,Bangalore
1847,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,KSRTC (Kerala) - 1766,Super Express Non AC Seater Air Bus (2+2),20:16,08h 25m,04:41,4.4,568.0,4,Kerala,Kannur,Bangalore
1848,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:00,08h 15m,05:15,4.5,568.0,1,Kerala,Kannur,Bangalore
1849,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.2,700.0,15,Kerala,Kannur,Bangalore
1850,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:30,07h 30m,05:00,4.5,800.0,17,Kerala,Kannur,Bangalore
1851,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Sugama Tourist,A/C Sleeper (2+1),22:00,07h 30m,05:30,4.0,800.0,15,Kerala,Kannur,Bangalore
1852,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,AdKalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:15,07h 45m,05:00,3.9,800.0,17,Kerala,Kannur,Bangalore
1853,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,A/C Sleeper (2+1),21:15,07h 45m,05:00,4.6,949.0,10,Kerala,Kannur,Bangalore
1854,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),20:30,08h 50m,05:20,4.1,647.0,3,Kerala,Kannur,Bangalore
1855,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Rukma Travels,A/C Seater/Sleeper (2+1),21:00,09h 00m,06:00,4.4,849.0,25,Kerala,Kannur,Bangalore
1856,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,Volvo A/C Semi Sleeper (2+2),21:45,07h 05m,04:50,4.4,949.0,8,Kerala,Kannur,Bangalore
1857,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,A/C Sleeper (2+1),21:45,07h 25m,05:10,4.7,1049.0,6,Kerala,Kannur,Bangalore
1858,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,NS Transports,NON A/C Sleeper (2+1),21:45,08h 00m,05:45,4.0,800.0,3,Kerala,Kannur,Bangalore
1859,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels 1,A/C Sleeper (2+1),21:45,07h 15m,05:00,4.2,1100.0,10,Kerala,Kannur,Bangalore
1860,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,08h 15m,05:30,4.4,1000.0,6,Kerala,Kannur,Bangalore
1861,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,NS Transports,A/C Sleeper (2+1),21:15,08h 15m,05:30,4.4,999.0,4,Kerala,Kannur,Bangalore
1862,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,National travels and logistics,Non A/C Seater / Sleeper (2+1),21:15,08h 15m,05:30,3.5,699.0,8,Kerala,Kannur,Bangalore
1863,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Sam Tourist,A/C Sleeper (2+1),21:35,08h 30m,06:05,3.7,759.0,14,Kerala,Kannur,Bangalore
1864,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,P K Travels,NON A/C Semi Sleeper (2+2),20:30,10h 00m,06:30,3.2,719.0,16,Kerala,Kannur,Bangalore
1865,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Arya Travels,A/C Sleeper (2+1),21:20,08h 10m,05:30,3.0,795.0,8,Kerala,Kannur,Bangalore
1866,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:00,08h 00m,05:00,3.9,800.0,27,Kerala,Kannur,Bangalore
1867,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Sri Durgamba Travels,A/C Sleeper (2+1),22:00,07h 45m,05:45,3.8,700.0,21,Kerala,Kannur,Bangalore
1868,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels 1,NON A/C Semi Sleeper (2+2),20:45,08h 15m,05:00,3.3,800.0,6,Kerala,Kannur,Bangalore
1869,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,NON A/C Semi Sleeper (2+2),21:15,07h 45m,05:00,3.9,799.0,5,Kerala,Kannur,Bangalore
1870,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),21:30,07h 30m,05:00,3.7,800.0,5,Kerala,Kannur,Bangalore
1871,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Yathra Logistics,A/C Sleeper (2+1),21:40,09h 00m,06:40,3.5,849.0,18,Kerala,Kannur,Bangalore
1872,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,SAAM BUS,VE A/C Sleeper (2+1),22:00,08h 00m,06:00,3.5,800.0,16,Kerala,Kannur,Bangalore
1873,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,NON A/C Sleeper (2+1),21:30,07h 30m,05:00,3.6,849.0,3,Kerala,Kannur,Bangalore
1874,Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Arya Travels,A/C Sleeper (2+1),21:25,08h 05m,05:30,2.9,895.0,11,Kerala,Kannur,Bangalore
1875,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1862,Low Floor AC Seater 2+2,17:30,10h 15m,03:45,2.3,723.0,15,Kerala,Kozhikode,Thiruvananthapuram
1876,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 503,Super Express Non AC Seater Air Bus (2+2),17:42,07h 58m,01:40,3.4,586.0,17,Kerala,Kozhikode,Thiruvananthapuram
1877,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,09h 55m,04:25,2.4,742.0,19,Kerala,Kozhikode,Thiruvananthapuram
1878,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),19:00,08h 40m,03:40,2.7,565.0,7,Kerala,Kozhikode,Thiruvananthapuram
1879,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2372,Low Floor AC Seater 2+2,19:30,08h 40m,04:10,2.7,723.0,27,Kerala,Kozhikode,Thiruvananthapuram
1880,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 564,Super Express Non AC Seater Air Bus (2+2),20:12,08h 58m,05:10,3.6,586.0,21,Kerala,Kozhikode,Thiruvananthapuram
1881,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,08h 40m,05:05,2.4,586.0,16,Kerala,Kozhikode,Thiruvananthapuram
1882,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,10h 05m,06:35,2.7,742.0,16,Kerala,Kozhikode,Thiruvananthapuram
1883,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,11h 35m,08:35,2.6,515.0,38,Kerala,Kozhikode,Thiruvananthapuram
1884,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,07h 50m,05:05,2.7,586.0,11,Kerala,Kozhikode,Thiruvananthapuram
1885,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,09h 45m,07:10,2.7,586.0,20,Kerala,Kozhikode,Thiruvananthapuram
1886,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,08h 45m,06:10,2.8,586.0,1,Kerala,Kozhikode,Thiruvananthapuram
1887,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1880,Low Floor AC Seater 2+2,21:30,10h 00m,07:30,4.6,723.0,13,Kerala,Kozhikode,Thiruvananthapuram
1888,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),21:50,08h 55m,06:45,3.5,565.0,2,Kerala,Kozhikode,Thiruvananthapuram
1889,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1100,AC MULTI AXLE,22:05,08h 10m,06:15,1.8,904.0,26,Kerala,Kozhikode,Thiruvananthapuram
1890,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2743,Super Express Non AC Seater Air Bus (2+2),22:20,09h 45m,08:05,2.7,565.0,19,Kerala,Kozhikode,Thiruvananthapuram
1891,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,22:30,10h 00m,08:30,1.6,742.0,15,Kerala,Kozhikode,Thiruvananthapuram
1892,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,10h 45m,09:50,2.0,515.0,38,Kerala,Kozhikode,Thiruvananthapuram
1893,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),23:15,08h 35m,07:50,1.9,545.0,3,Kerala,Kozhikode,Thiruvananthapuram
1894,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,23:30,10h 05m,09:35,2.5,723.0,20,Kerala,Kozhikode,Thiruvananthapuram
1895,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 505,Super Express Non AC Seater Air Bus (2+2),23:59,07h 21m,07:20,2.3,565.0,2,Kerala,Kozhikode,Thiruvananthapuram
1896,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,A/C Seater / Sleeper (2+1),20:05,09h 25m,05:30,4.1,650.0,25,Kerala,Kozhikode,Thiruvananthapuram
1897,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,07h 30m,06:00,3.2,800.0,17,Kerala,Kozhikode,Thiruvananthapuram
1898,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,09h 00m,06:00,3.0,600.0,22,Kerala,Kozhikode,Thiruvananthapuram
1899,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,08h 00m,07:30,3.2,999.0,24,Kerala,Kozhikode,Thiruvananthapuram
1900,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,A/C Semi Sleeper (2+2),23:30,08h 00m,07:30,3.2,849.0,16,Kerala,Kozhikode,Thiruvananthapuram
1901,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,07h 30m,05:45,2.1,800.0,23,Kerala,Kozhikode,Thiruvananthapuram
1902,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,08h 30m,08:00,2.4,1000.0,24,Kerala,Kozhikode,Thiruvananthapuram
1903,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,08h 45m,06:30,2.6,700.0,28,Kerala,Kozhikode,Thiruvananthapuram
1904,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,08h 00m,07:15,2.0,1000.0,21,Kerala,Kozhikode,Thiruvananthapuram
1905,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,EMERALD TRAVELS,A/C Sleeper (2+1),22:10,08h 20m,06:30,2.7,1100.0,2,Kerala,Kozhikode,Thiruvananthapuram
1906,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),17:00,06h 00m,23:00,4.0,285.0,48,Kerala,Mysore,Kozhikode
1907,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 2472,Garuda Premium,17:00,05h 00m,22:00,4.0,1212.0,25,Kerala,Mysore,Kozhikode
1908,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 370,AC MULTI AXLE,18:00,04h 20m,22:20,3.8,494.0,14,Kerala,Mysore,Kozhikode
1909,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),18:30,05h 30m,00:00,4.3,285.0,45,Kerala,Mysore,Kozhikode
