,route,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,state,From,To
0,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSRTC - 193271,Express Non AC Seater 2+3,19:30,06h 30m,02:00,4.2,294.0,40,Rajasthan,Udaipur,Jodhpur
1,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,04h 30m,21:30,4.5,550.0,10,Rajasthan,Udaipur,Jodhpur
2,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,04h 45m,21:55,4.4,600.0,39,Rajasthan,Udaipur,Jodhpur
3,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,AdKalpana Travels,NON AC Seater / Sleeper 2+1,22:00,06h 54m,04:54,3.6,300.0,21,Rajasthan,Udaipur,Jodhpur
4,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Raj Travel,A/C Sleeper (2+1),22:30,07h 00m,05:30,4.6,560.0,18,Rajasthan,Udaipur,Jodhpur
5,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Jain travels regd,A/C Seater / Sleeper (2+1),21:30,07h 00m,04:30,4.1,460.0,30,Rajasthan,Udaipur,Jodhpur
6,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,3.9,457.0,18,Rajasthan,Udaipur,Jodhpur
7,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,06h 00m,04:00,3.6,350.0,45,Rajasthan,Udaipur,Jodhpur
8,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Rishabh Travels Milan,A/C Seater / Sleeper (2+1),21:00,05h 15m,02:15,3.5,500.0,19,Rajasthan,Udaipur,Jodhpur
9,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Jain travels regd,NON AC Seater / Sleeper 2+1,22:15,06h 45m,05:00,2.8,350.0,13,Rajasthan,Udaipur,Jodhpur
10,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Ravi Travels,NON A/C Seater/ Sleeper (2+1),23:00,06h 45m,05:45,2.3,400.0,42,Rajasthan,Udaipur,Jodhpur
11,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Lake City Travels,A/C Seater / Sleeper (2+1),22:45,06h 35m,05:20,1.3,350.0,9,Rajasthan,Udaipur,Jodhpur
12,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Ashok Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 30m,06:00,2.9,450.0,37,Rajasthan,Udaipur,Jodhpur
13,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,M R Travels,NON A/C Seater/ Sleeper (2+1),23:30,06h 30m,06:00,2.3,360.0,27,Rajasthan,Udaipur,Jodhpur
14,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Chandra Travels (Apex Chandra Pvt Ltd),NON AC Seater / Sleeper 2+1,22:30,06h 00m,04:30,3.4,350.0,24,Rajasthan,Udaipur,Jodhpur
15,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Ravi Travels,NON A/C Sleeper (2+1),21:45,06h 45m,04:30,2.3,600.0,16,Rajasthan,Udaipur,Jodhpur
16,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Patel Eagle Travels,AC Seater (2+2),21:00,06h 00m,03:00,3.9,285.71,25,Rajasthan,Udaipur,Jodhpur
17,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Pooja Paraswnath Travels,NON A/C Sleeper (2+1),22:11,05h 00m,03:11,3.8,500.0,18,Rajasthan,Udaipur,Jodhpur
18,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Jain travels regd,NON AC Seater / Sleeper 2+1,23:15,07h 15m,06:30,3.7,350.0,12,Rajasthan,Udaipur,Jodhpur
19,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,R.S.Sodha Travels,A/C Seater / Sleeper (2+1),21:00,06h 10m,03:10,3.4,700.0,35,Rajasthan,Udaipur,Jodhpur
20,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Jain Parshwanath Travels,NON A/C Sleeper (2+1),22:00,06h 45m,04:45,2.8,500.0,18,Rajasthan,Udaipur,Jodhpur
21,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Salasar vaishnav travels,Non A/C Seater / Sleeper (2+1),22:40,06h 50m,05:30,2.3,500.0,40,Rajasthan,Udaipur,Jodhpur
22,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Ashok Travels,Non A/C Seater / Sleeper (2+1),23:15,06h 15m,05:30,0.0,450.0,44,Rajasthan,Udaipur,Jodhpur
23,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 193255,Semi Deluxe Non AC Seater 2+2,17:30,05h 00m,22:30,3.8,250.0,35,Rajasthan,Jodhpur,Ajmer
24,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,17:30,04h 00m,21:30,3.9,460.0,30,Rajasthan,Jodhpur,Ajmer
25,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 190951,Express Non AC Seater 2+3,18:00,04h 30m,22:30,3.8,229.0,42,Rajasthan,Jodhpur,Ajmer
26,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 193481,Express Non AC Seater 2+3,18:30,04h 30m,23:00,3.8,229.0,42,Rajasthan,Jodhpur,Ajmer
27,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,20:00,03h 45m,23:45,4.3,460.0,37,Rajasthan,Jodhpur,Ajmer
28,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,04h 30m,01:30,3.8,302.0,37,Rajasthan,Jodhpur,Ajmer
29,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,23:00,03h 45m,02:45,4.2,458.0,37,Rajasthan,Jodhpur,Ajmer
30,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 189583,NON AC Seater / Sleeper 2+1,23:59,03h 46m,03:45,3.1,302.0,24,Rajasthan,Jodhpur,Ajmer
31,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,M R Travels,A/C Seater / Sleeper (2+1),15:30,04h 30m,20:00,3.8,550.0,22,Rajasthan,Jodhpur,Ajmer
32,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,05h 00m,20:30,3.5,350.0,27,Rajasthan,Jodhpur,Ajmer
33,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON A/C Sleeper (2+1),16:00,05h 10m,21:10,3.5,700.0,21,Rajasthan,Jodhpur,Ajmer
34,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00,05h 55m,22:55,3.5,330.0,41,Rajasthan,Jodhpur,Ajmer
35,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,FlixBus,A/C Sleeper (2+1),19:00,04h 50m,23:50,3.0,163.68,33,Rajasthan,Jodhpur,Ajmer
36,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,19:00,04h 50m,23:50,3.5,330.0,42,Rajasthan,Jodhpur,Ajmer
37,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),23:30,04h 30m,04:00,3.0,360.0,32,Rajasthan,Jodhpur,Ajmer
38,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,19:00,04h 36m,23:36,3.5,330.0,38,Rajasthan,Jodhpur,Ajmer
39,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Bluecity Bus,Bharat Benz A/C Sleeper (2+1),19:00,04h 55m,23:55,4.3,699.0,23,Rajasthan,Jodhpur,Ajmer
40,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,AC Sleeper (2+1),20:00,04h 30m,00:30,3.9,580.0,26,Rajasthan,Jodhpur,Ajmer
41,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),20:30,04h 45m,01:15,3.5,500.0,30,Rajasthan,Jodhpur,Ajmer
42,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,20:30,05h 00m,01:30,3.5,330.0,48,Rajasthan,Jodhpur,Ajmer
43,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Tiger Travels,NON AC Seater / Sleeper 2+1,21:00,05h 30m,02:30,4.1,500.0,34,Rajasthan,Jodhpur,Ajmer
44,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jakhar Travels And Cargo,A/C Sleeper (2+1),21:45,06h 00m,03:45,3.7,600.0,29,Rajasthan,Jodhpur,Ajmer
45,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,04h 51m,02:51,3.5,330.0,42,Rajasthan,Jodhpur,Ajmer
46,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,V k jain travels,NON A/C Seater/ Sleeper (2+1),22:00,04h 50m,02:50,3.0,350.0,22,Rajasthan,Jodhpur,Ajmer
47,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Gajraj Travels,A/C Sleeper (2+1),22:00,05h 10m,03:10,4.4,650.0,27,Rajasthan,Jodhpur,Ajmer
48,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Tiger Travels,NON AC Seater / Sleeper 2+1,22:00,04h 45m,02:45,4.1,400.0,36,Rajasthan,Jodhpur,Ajmer
49,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,V k jain travels,A/C Seater / Sleeper (2+1),22:01,04h 50m,02:51,3.0,500.0,22,Rajasthan,Jodhpur,Ajmer
50,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jakhar Travels And Cargo,A/C Sleeper (2+1),22:15,04h 40m,02:55,3.7,600.0,27,Rajasthan,Jodhpur,Ajmer
51,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Chouhan Tour and Travel,A/C Seater / Sleeper (2+2),22:26,04h 45m,03:11,3.3,700.0,33,Rajasthan,Jodhpur,Ajmer
52,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,A/C Seater / Sleeper (2+1),22:30,03h 50m,02:20,3.5,500.0,42,Rajasthan,Jodhpur,Ajmer
53,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Swagat Travels,A/C Seater / Sleeper (2+1),22:42,04h 08m,02:50,3.3,400.0,44,Rajasthan,Jodhpur,Ajmer
54,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,M R Travels,A/C Seater / Sleeper (2+1),22:45,03h 40m,02:25,3.8,500.0,40,Rajasthan,Jodhpur,Ajmer
55,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),22:45,04h 30m,03:15,3.2,500.0,34,Rajasthan,Jodhpur,Ajmer
56,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Tiger Travels,A/C Seater / Sleeper (2+1),23:15,04h 30m,03:45,4.1,500.0,40,Rajasthan,Jodhpur,Ajmer
57,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),23:59,04h 01m,04:00,3.7,450.0,32,Rajasthan,Jodhpur,Ajmer
58,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,04h 16m,04:15,3.2,600.0,38,Rajasthan,Jodhpur,Ajmer
59,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RR Travels,A/C Seater / Sleeper (2+1),15:55,06h 25m,22:20,2.1,333.0,41,Rajasthan,Jodhpur,Ajmer
60,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Om Travels,NON AC Seater / Sleeper 2+1,18:00,05h 10m,23:10,2.9,400.0,33,Rajasthan,Jodhpur,Ajmer
61,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RR Travels,A/C Seater / Sleeper (2+1),18:55,06h 20m,01:15,2.1,333.0,41,Rajasthan,Jodhpur,Ajmer
62,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jakhar Travels,VE A/C Sleeper (2+1),19:45,05h 00m,00:45,2.9,650.0,27,Rajasthan,Jodhpur,Ajmer
63,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jai Shankar Travels,NON A/C Sleeper (2+1),20:10,06h 20m,02:30,1.0,500.0,36,Rajasthan,Jodhpur,Ajmer
64,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Laxmi traveller,NON A/C Seater/ Sleeper (2+1),21:10,05h 10m,02:20,2.3,330.0,42,Rajasthan,Jodhpur,Ajmer
65,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:16,05h 00m,02:16,2.5,400.0,29,Rajasthan,Jodhpur,Ajmer
66,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 194289,Express Non AC Seater 2+3,16:30,04h 00m,20:30,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
67,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 194417,Express Non AC Seater 2+3,16:40,04h 20m,21:00,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
68,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193879,Express Non AC Seater 2+3,17:00,04h 30m,21:30,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
69,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 169915,Express Non AC Seater 2+3,17:30,04h 00m,21:30,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
70,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190595,Express Non AC Seater 2+3,17:35,04h 25m,22:00,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
71,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 188046,Express Non AC Seater 2+3,17:45,03h 45m,21:30,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
72,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,17:45,03h 15m,21:00,4.3,424.0,24,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
73,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 167049,Express Non AC Seater 2+3,17:55,03h 55m,21:50,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
74,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 180722,Express Non AC Seater 2+3,18:05,05h 10m,23:15,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
75,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 169078,NON AC Seater / Sleeper 2+1,18:15,04h 30m,22:45,3.6,282.0,37,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
76,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 194149,Deluxe AC Seater 2+2,18:25,05h 15m,23:40,3.6,371.0,37,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
77,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 194178,Super Luxury Volvo AC Seater Pushback 2+2,19:30,03h 30m,23:00,3.6,424.0,37,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
78,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 188804,Express Non AC Seater 2+3,20:00,03h 45m,23:45,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
79,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,20:30,03h 15m,23:45,3.2,424.0,37,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
80,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190584,Express Non AC Seater 2+3,20:50,04h 20m,01:10,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
81,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 172923,Express Non AC Seater 2+3,21:15,04h 15m,01:30,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
82,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190951,Express Non AC Seater 2+3,21:20,04h 10m,01:30,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
83,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 163969,Express Non AC Seater 2+3,22:30,03h 45m,02:15,3.6,211.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
84,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,22:45,03h 30m,02:15,3.5,424.0,37,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
85,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,A/C Seater / Sleeper (2+1),17:20,03h 25m,20:45,3.5,300.0,40,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
86,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,17:36,03h 49m,21:25,3.5,400.0,8,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
87,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,03h 30m,23:00,3.5,350.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
88,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),21:00,03h 00m,00:00,3.3,500.0,36,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
89,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,02h 39m,23:59,3.5,500.0,38,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
90,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Pandit Travels,NON AC Seater / Sleeper 2+1,21:45,03h 30m,01:15,3.8,500.0,36,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
91,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater/ Sleeper (2+1),21:45,03h 30m,01:15,3.5,300.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
92,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,22:21,03h 36m,01:57,3.5,400.0,35,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
93,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,22:55,02h 50m,01:45,3.5,350.0,42,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
94,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,AC Sleeper (2+1),23:00,03h 15m,02:15,3.5,400.0,26,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
95,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Sagwan Travels,A/C Seater / Sleeper (2+1),23:30,03h 13m,02:43,3.5,500.0,35,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
96,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),23:40,03h 55m,03:35,3.9,599.0,38,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
97,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Om Travels,NON A/C Sleeper (2+1),19:00,05h 10m,00:10,2.9,600.0,30,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
98,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Ashok Travels Ajmer,Non A/C Seater / Sleeper (2+1),20:30,03h 29m,23:59,1.5,325.0,30,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
99,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,AMIT TRAVELS REGD.,NON A/C Sleeper (2+1),20:15,04h 25m,00:40,1.6,500.0,30,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
100,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RR Travels,A/C Seater / Sleeper (2+1),21:20,03h 35m,00:55,2.1,333.0,41,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
101,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Om Travels,NON AC Seater / Sleeper 2+1,22:10,03h 35m,01:45,2.9,300.0,33,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
102,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,FlixBus,A/C Sleeper (2+1),23:00,03h 35m,02:35,1.9,168.96,26,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
103,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Ashok Travels and Cargo,A/C Seater/Sleeper (2+1),23:30,03h 15m,02:45,1.8,550.0,24,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
104,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Mahaveer Travel Company,A/C Seater / Sleeper (2+1),23:45,03h 45m,03:30,2.9,571.43,36,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
105,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Gajraj bus service,NON A/C Sleeper (2+1),15:50,04h 25m,20:15,3.9,1299.0,36,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
106,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),17:30,03h 30m,21:00,3.2,1200.0,40,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
107,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shrinath® Travel Agency Pvt. Ltd.,AC Sleeper (2+1),17:45,04h 45m,22:30,3.4,1400.0,30,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
108,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shri Charbhuja Travels (A Unit Of Bala Agri..),AC Sleeper (2+1),18:03,03h 30m,21:33,3.7,1700.0,31,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
109,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Chanakya Travels Agency,A/C Sleeper (2+1),18:15,04h 15m,22:30,3.5,1400.0,30,Rajasthan,Beawar (Rajasthan),Jaipur (Rajasthan)
110,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 172229,Express Non AC Seater 2+3,16:45,02h 15m,19:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
